comp_1,comp_2,target
-1388.3785984528715,-555.871231581638,2
-2180.644000401383,-2754.0544417558995,0
-848.7715972369566,-581.1922628028374,0
-770.9835797601487,-556.9583839858581,0
-2551.2325169195483,-3355.965230116196,0
-1048.6138956379868,-722.4095766687407,0
-48.5908422050042,-429.55538483527084,0
432.9050499004877,-213.4002701295549,1
596.0784676731934,5.752021569584062,1
-598.1001189629618,-241.46840147536628,2
-1319.3185092998278,-607.96286443078,2
508.23249028452483,532.5394053381576,3
2817.7997421507353,804.9091800713686,1
-2082.6836128897435,-1027.7059307592149,0
-108.71481586713504,-77.66242953192742,2
-1924.6078175558052,-989.8877434455117,0
1602.760237536933,-213.93822659087687,3
-801.4599517826636,-357.59186263093454,2
-110.95024451613789,350.77937569940843,3
-860.3962468796748,-423.4081413497529,0
890.305929769276,-2998.3428835607892,1
556.0090513971711,312.02686033625906,3
681.7543188559487,260.8496815643665,1
1649.1915330626844,344.9911510389924,3
-572.9479860477355,-395.7947529098288,2
-1563.3546226025937,-833.6363158066409,0
1389.5390196787484,281.72976839220684,1
-615.8030287133147,1148.2499523502827,2
1648.2393561872966,54.809898084254435,1
1910.2814503431407,487.02273950488905,3
2049.8737743777497,722.1617570883063,3
2119.7955178527855,1000.4820250898192,2
1550.0352826634776,371.22697163141305,3
-1004.0994511345631,-838.7116222434149,0
509.7650247592456,120.97571420378756,0
-1463.489995983132,-929.7909576884522,0
1922.9244353120332,830.5073665789855,3
-808.1704746440382,-510.31169264870005,2
-724.5651514129944,4764.061554936263,2
-2166.3720510146495,-1640.5924503142217,0
661.8342245685657,325.54400782056143,1
2024.3208227251253,250.042123159762,1
-20.1705668364411,-2487.9648932186033,1
-1398.6370576155455,-373.32413984214617,2
-757.6202391994319,-541.0459932259838,0
-664.561169028418,-177.09889480618088,0
2093.3709224041822,436.19041701264973,3
961.6149722355785,1314.8130993640991,3
-1542.2792374898409,-654.9262282044482,2
-44.29266023183363,-118.32638552413829,3
-1665.6560309553856,-450.4855226124883,0
197.9148170599673,53.75292003671895,3
-169.76665681062516,2043.3015474220108,2
-1212.7778417172085,374.5464094687519,2
-1230.7250783731556,-749.8879751900439,0
-1106.986931796911,-413.5456717437183,0
-638.6130888265116,-271.56658928826045,2
-1903.1334207406937,-876.7049199329456,0
-2365.499541778632,-1466.417460809012,0
3072.500492744222,704.9875234643287,3
-161.74093932221484,-140.4096776818012,3
1037.8509724351463,102.57311866845006,3
-1588.2784797157428,-545.4573466403509,2
9.464151088118953,284.3752257876097,3
-1231.9915048846374,-732.176582224925,0
284.7698898607877,-34.76920291906029,3
-649.9794649236551,956.9103518310131,2
1891.1399671421686,684.6967918047437,3
-1071.5097573046617,-492.5489952822111,2
-742.7733441034771,-206.44393746013276,2
-1608.1890536886915,-493.5230855251311,2
380.7463480094951,29.119279549286574,1
2483.0524419744866,1077.3223398167877,3
263.3462382355317,489.94756954805945,3
1538.7329545909272,-245.42206206656445,1
436.0507055532108,-6.388207861299891,1
874.2356605342105,434.9625098949201,3
2175.623346857577,1625.6551832452835,1
12194.271866674491,4978.948431602433,3
-2293.8980826072375,-821.8854995092738,0
383.4441770496702,422.8567914704335,1
1360.247206912666,601.1286207940435,3
1502.3844896928158,-1246.4865471974847,1
-1577.121707130427,-915.246714100754,0
2757.674012949945,703.0594604414182,3
951.5234957077561,259.15315524438563,1
-1526.077064640875,-923.0223221003936,0
-373.90633664264647,-247.9648791901517,0
-2093.386347498618,-1073.650288240415,0
-2139.822296048706,-1012.8366620722239,0
516.5656194974488,424.3513850879708,3
1249.5181832779551,116.65424644034998,1
932.811076235816,107.23907392935729,1
-718.8098121183489,-423.39470978083716,2
277.9463649002402,96.79451175986455,3
3062.3488089289613,1058.4909065180045,3
721.1882271013783,15.739335731473881,1
-558.1130103475645,544.5719219011539,3
55.710724660645596,-614.8522439307206,1
1360.3343131656948,404.7335748247741,2
-680.7779886543369,-354.3786516493782,2
1345.5197705622666,242.5952088962363,3
1320.824441999217,1245.5384621237963,3
1075.8447186949904,659.8484946834353,3
430.90169281052687,488.2049834474589,3
2442.41831220748,420.99764709454917,3
-272.34662999425734,75.49250930697278,0
-2046.9430651588127,-425.8206184132003,2
1350.3785087045003,69.76805770451413,1
-166.97365004891998,-503.3693098274404,1
-1513.5930780974575,-858.0363488936154,0
1450.8177629762595,306.465507370827,3
91.15257403577577,-1321.132215722389,1
-1018.4043276620537,-427.4193606503728,2
1379.9761049208118,943.9076452184272,3
1465.4626268323723,190.88042219227844,1
508.0701542927354,193.857271815412,1
664.7771751697027,235.4195002277095,3
-660.6768978201765,-833.8070128217644,1
-2216.0142561815446,-1289.5962916213539,0
-1625.1963512934844,-445.4068733206217,2
-1702.760872759336,-738.4924689218939,2
-1394.245520169383,-904.4696237568264,1
-2000.4265932019284,-1258.321531853126,0
1026.2160039067421,76.83364846094253,3
2603.089400912426,1534.6864798591957,3
-2256.590466709758,-1784.7183602565167,0
-2379.0918087282425,-2000.3650770621025,0
348.52790024100756,-81.09161214010047,1
372.83625163133286,99.30640378772581,3
-1495.7844942683919,-566.133705944814,0
1732.5481455242148,510.53869254398836,3
-1579.5836882685542,-655.7264158287646,2
-1646.0729632293808,-1147.5594016667062,0
-1864.516143656753,-757.9850093701277,2
-821.1980551306409,-517.6419026226952,0
30.650027316610245,-14.412014994847096,1
111.25939202789354,461.2874162542916,2
